f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,class
14.94483115,13.28530716,12.7239194,13.46367631,5.810217882,3.289884256,4.136560803,28.48947119,7.749848707,19.93039494,1.714926187,4.460416794,6.804720014,1.634120002,1.953905211,6.953905211,B
9.704532375,11.69309702,7.640653449,12.88268928,10.73419452,3.500317786,3.065382564,7.919641851,12.39890225,6.492998275,0.884070517,-6.616096213,-0.379082755,-0.252926603,-2.869022459,2.130977541,F
10.08486292,10.9285124,13.52033934,3.314767865,15.20048224,2.570574718,3.973462121,13.14583006,10.85252373,12.79513103,-8.056055126,-9.801208443,1.709429688,0.694394487,-3.528027563,1.92452474,E
7.793208489,10.93090337,9.893908058,9.746584612,14.42790559,2.694425143,1.478501482,15.50721321,10.90771714,13.66253066,-6.386868198,-0.75773687,1.498551534,0.749758589,-2.245774079,2.754225921,E
30.04451766,9.543682979,21.8606152,1.639815682,18.74739826,1.08877762,4.040136249,9.021354937,8.178171645,17.31533425,0.903311663,-4.586911773,1.897807349,1.590331166,0.951655832,2.081506124,C
12.86961741,9.218690879,20.86374076,10.96089859,11.01222018,3.737718814,4.069436462,19.1476451,9.669345292,19.54936097,1.699944152,-3.764046459,7.657763217,2.349027552,-1.476699986,3.523300014,B
23.92517278,6.43450606,20.72056721,10.08566191,8.106175132,1.748133932,5.808497053,9.973626444,13.35369784,7.438806653,-3.70998767,-11.23893972,-1.651260318,1.712493336,-5.943721801,-0.943721801,D
15.16421607,5.190424091,21.69953065,17.46986588,5.330947939,2.881776862,0.034071006,9.947430089,10.81735985,7.255106658,4.087381048,0.831827488,4.831827488,1.77387548,1.035106715,6.035106715,C
8.076302457,12.7144452,16.10357518,14.30896603,5.02166588,2.887046256,2.399433884,10.68752065,8.394852099,16.74739205,1.454504834,4.097870424,2.859433984,0.941035595,1.737738885,6.737738885,C
6.246436411,10.47224285,8.588814748,10.88190132,5.869717044,1.28658775,4.988240437,31.86241236,9.870444042,19.52506463,-0.942227081,-6.364535049,11.7235632,2.4539272,-3.220779707,1.779220293,C
13.29046465,15.09811472,16.94483813,4.261265938,16.92296941,2.028717697,5.196357759,8.717131737,10.02757523,6.028834034,-5.30229528,-5.815801132,14.1748124,0.969770472,0.649588027,5.649588027,E
15.50610367,14.81653971,16.55932399,17.36946745,5.614715058,0.582721489,5.224881073,13.21239586,13.87167086,12.59055386,3.549408252,-13.27107804,5.359021204,0.84822498,-4.975597122,0.024402878,C
7.682731741,12.42423904,7.259877098,11.83795962,5.192411887,2.407259699,5.127924749,8.849789599,12.17367825,6.928399784,-0.716054144,-13.35334251,-3.600824658,-0.58969022,-6.076239581,-1.076239581,E
22.99909356,4.808456074,20.40991958,12.91055209,11.48876663,0.281830167,4.80993779,8.460867445,13.07821317,12.08603359,-1.352892651,-7.421520621,3.989946579,1.563592293,-3.763856755,1.236143245,C
6.549063232,13.19921851,8.036120014,18.87724742,1.227081606,2.71014453,4.739521912,22.29694498,8.635257366,20.22987541,2.250284108,-1.999470973,15.86135227,3.143558712,-0.603875212,4.396124788,C
10.72913359,13.98531459,17.11157462,14.78029065,12.77284264,2.400430705,4.922994478,15.90586148,4.531396988,19.02190033,-3.799713735,3.141297865,6.311763172,1.551960529,0.025612343,5.025612343,C
19.03021493,6.193703053,19.98057262,10.47174249,10.74807371,3.592991116,5.615315704,29.54328899,8.004571712,19.95599646,-1.272762094,-3.859219068,11.46028034,2.609412149,-2.259531802,2.740468198,B
25.82844755,4.14531611,20.72079844,14.95365363,3.341958283,2.228037848,4.647991222,9.808601926,10.11317403,7.022454585,4.993758717,10.42779831,14.42779831,2.036815732,5.260022307,10.26002231,B
8.495316765,10.11652345,9.027117208,7.168645348,13.74195442,0.698515839,3.982994559,6.541158487,11.50016875,6.796234069,-5.353942293,-2.089475991,-0.884336528,0.46279179,-2.542433903,2.457566097,F
8.774421942,12.57932974,8.600310433,5.816892395,16.23672538,2.867008171,4.161906721,18.88450428,8.42112049,19.10700831,-15.19257515,-10.2084751,15.25920935,3.043201559,-8.385008414,13.2160078,E
6.343590008,10.21465289,7.471149386,15.17970026,8.141681673,1.73215558,3.652989661,9.099751543,12.0513602,16.03637495,0.284192383,-9.766953993,2.312315026,0.885385838,-4.331849401,0.668150599,D
7.416356661,10.91927962,8.10334562,14.12106055,1.049326073,3.064662662,4.21587671,9.907290388,10.21826509,7.299536792,2.228499961,-0.680512461,3.319487539,0.463357811,-0.059755202,4.940244798,E
15.5704151,8.054219423,16.18138652,4.36828182,14.61103157,3.371744319,3.24826677,8.766152869,10.43147225,9.753810081,-3.807978073,-5.694350014,6.471863965,1.119202193,-2.509369187,2.490630813,D
8.907641249,13.98139439,9.836084621,11.70703843,9.389434012,3.782616707,5.616005354,29.39591557,9.090843724,19.59189914,-1.241312972,8.059982525,7.237838804,1.706306467,2.714664476,7.714664476,C
8.672257427,15.77803682,12.8560354,17.13826284,1.482301334,1.173064512,4.177291886,26.09178329,5.848437936,19.85363096,11.27475866,-11.67963991,6.162046291,1.527007715,-2.381160297,2.618839703,A
9.63019448,13.70282286,8.086712433,14.07093643,5.650571549,2.101121312,0.099965364,15.84571297,15.07202361,12.23568981,4.302639055,0.122669647,2.99935333,0.999892222,0.793438783,5.793438783,D
11.94054583,8.764899109,15.53053035,18.22158278,1.277184555,1.455006802,3.865087788,22.12598776,6.059323028,21.49382551,6.010964357,-3.341336099,12.36715298,2.561192164,-0.222815618,4.777184382,A
22.94474022,7.7232617,21.96910447,15.68668201,1.933050079,3.867458554,4.559849907,13.42670587,12.9559062,17.55910252,9.947689036,1.181866276,3.71729002,1.786003353,2.646033207,7.646033207,A
6.700073175,11.87517628,7.726860425,1.382380775,17.56014688,2.166662545,4.891753922,15.36000637,11.20640625,17.18276918,-13.06578634,-1.978642771,1.6389863,0.773164383,-4.424214405,1.865821917,F
9.197427857,12.39748416,9.036435545,4.702437672,14.67595864,3.804651545,3.706507332,9.232730365,10.36804916,13.98773524,-14.48042501,-6.688255004,3.623079719,1.10384662,-4.29921438,0.70078562,F
26.03293855,4.106302846,19.39600524,3.086242242,14.94037663,3.035783715,0.17654101,13.93152574,15.40666183,17.40953784,2.060368459,-10.85047141,1.663081381,1.706036846,1.530184229,-0.059625542,C
9.67048442,10.75236785,6.197450948,11.22969446,10.4689768,1.558394777,3.865694745,9.22943548,12.37828151,17.36211527,1.553468496,-1.31953333,5.550770794,1.425128466,-0.494771763,4.505228237,D
8.755606981,10.75962641,7.304684211,17.6021048,1.508450343,3.481600666,0.448582298,23.41640821,7.167058508,20.10315136,2.392088421,2.404464904,8.462839467,1.910473245,1.266549148,6.266549148,C
15.25562236,12.12429949,13.81736463,14.14593574,6.541418285,3.036765261,4.222721659,10.28404372,15.89527554,14.50771679,6.074906241,2.696239096,5.484521532,1.357225656,2.308826183,7.308826183,C
9.881088799,9.909014937,12.96045253,16.69824778,5.543506425,3.559241864,2.871751556,8.336747616,10.38840394,7.753312252,3.159703784,-0.402116562,3.597883438,1.034625662,0.289044045,5.289044045,D
9.24619426,11.40571442,13.90102294,16.20157208,1.579148059,0.686049597,4.150878795,13.0561829,12.03699162,16.29895072,2.366965292,-13.21292092,2.005520532,1.251927939,-5.246975726,-0.246975726,C
10.25857764,10.85885496,12.42037403,14.95956013,4.95627695,2.88407012,2.697145918,7.392774344,11.7398782,8.447077942,5.445797198,1.640765384,5.640765384,0.760928144,1.711768209,6.711768209,D
16.65364487,4.664887649,21.84237596,17.44826399,5.870171305,2.428915063,4.722863597,6.343254045,12.59981408,9.977898041,9.753014348,-1.637146422,0.039465232,1.444715523,1.422775911,6.422775911,B
15.16178348,9.88749478,21.85377265,14.43298017,1.356771098,2.827297917,5.492466644,23.39281141,8.983037943,20.52468349,4.973758492,-7.766289766,7.889364802,2.249164235,-2.325847779,2.674152221,A
11.21348471,9.681761516,15.64833724,1.537098996,17.30164905,3.428177523,4.154024219,9.51115229,10.78870529,7.685865429,-5.71102497,-8.788803938,7.160669257,0.928897503,-3.511722784,1.488277216,E
25.46581951,7.496527834,20.00256261,8.166278539,12.89244442,2.217542454,1.71500099,12.91206316,11.42997453,17.36382564,8.616890342,1.681850705,5.56089479,2.361689034,4.808445171,3.333599485,B
6.82922929,10.57139963,6.360068397,14.12836597,5.14117669,2.616785208,5.024172099,7.80838996,13.25308696,9.741162113,0.184606479,-1.906910469,-9.122124137,0.481812047,-1.081727742,3.918272258,E
7.444311567,10.68691348,6.993066319,16.47167707,5.608801128,1.62425031,5.901570567,16.15430585,8.140833864,20.94686004,2.119229384,-5.277304736,8.507010774,1.917835129,-2.00240296,2.99759704,C
9.646079396,10.77337514,9.875992041,17.7820546,3.72722676,3.374775705,3.810108085,9.513609601,10.09550308,7.558075219,1.888962341,-5.521961321,-1.200097922,0.431713164,-2.161909965,2.838090035,E
9.031577832,12.71901224,6.262640038,8.698035805,13.04843994,2.668197955,3.48815905,13.36990082,7.211691048,19.77151401,-5.29405827,1.575187277,9.290587541,2.048431257,-1.000519869,8.242156284,D
13.92335431,12.91190457,16.08307536,1.10989074,17.87653233,2.780887869,5.478519754,16.51626298,7.201882475,21.84450443,-3.445707013,-8.962793405,8.912696516,1.985449419,-1.222853506,7.927247097,C
9.266685826,10.00695032,8.600504089,4.494141564,17.70534791,0.125524993,4.820979856,25.35018177,4.582058438,21.99727751,-28.69441881,-5.977726793,9.274107475,2.045684579,-9.997657534,8.228422896,F
28.874966,5.462028395,21.32679305,7.456075565,10.85594483,1.368708371,4.760033925,22.82606204,9.759670987,19.93923976,1.844020919,-11.0663749,10.71369375,1.684402092,1.42201046,9.428078126,A
23.92592766,7.642736634,21.51055776,18.81484042,6.704526838,0.407344212,5.412886389,26.89316095,9.955869871,20.64308371,12.21632188,-5.099811013,8.610761589,2.166359255,0.59582588,5.59582588,A
16.45193857,7.188252673,21.65454407,2.705848032,18.6060779,2.176284076,4.987232561,15.53949686,11.50166083,15.41767317,-0.510055455,-4.011246952,2.481784088,1.448994454,0.244972272,2.568153407,C
7.50129892,12.84495215,8.669482859,13.13697548,6.438997455,3.795145557,5.747745747,9.405342554,11.04094187,9.353239014,-4.166511391,3.990803116,7.990803116,-0.237540097,0.28787345,5.28787345,E
8.130754117,12.5602482,6.682747037,12.79036249,12.10373962,0.139814538,3.168897304,16.87851647,5.293761935,20.69721756,-1.811188593,-11.79057753,6.538271511,1.589711918,-5.698871121,-0.698871121,D
25.84550285,8.20753762,21.92376998,15.42555844,2.363898189,3.972845778,5.438669769,26.20011066,5.06261643,19.0836172,29.63755069,5.062150339,6.778708009,1.915930879,9.185283646,14.18528365,A
21.4772933,7.412073051,21.18918052,7.196687097,15.71635099,2.322026599,5.568715406,8.799938977,10.22566321,7.071779031,2.659679727,13.4114738,17.4114738,1.765967973,1.829839864,7.613759884,C
30.04409096,9.17554241,19.35443077,6.852579072,10.61863519,1.868255712,4.211771546,14.74071054,5.093942881,21.75505164,4.761483385,-6.180487686,6.357367362,1.976148338,2.880741692,5.797806135,A
12.78966213,13.85059745,13.95135983,2.095924653,18.8685393,0.268428978,4.961544117,25.01722186,8.897671386,20.93797718,-4.378098678,-5.757374834,6.233016491,1.538836082,-1.689049339,5.694180409,C
28.38959608,4.257986199,19.92879,5.471725361,12.44320439,0.462120583,5.134511595,28.62867171,6.69266966,19.13160196,12.28663573,-2.196600626,10.67949235,2.728663573,6.643317866,9.399576956,A
9.031057622,15.05529244,12.96126085,18.82170101,4.804301689,2.971353283,3.19946748,13.74708834,5.302711715,21.37495787,10.17859073,-4.074594964,6.421115999,1.570186,0.513566447,5.513566447,B
23.48303017,6.627563981,19.10962667,10.01254843,15.36802488,0.721829228,4.433103538,14.26627553,11.65850119,12.71093479,1.673404325,-4.821451243,1.502461403,1.667340432,1.336702162,1.081127775,C
30.54817241,4.156498286,21.86314505,17.6862541,4.276950616,1.470813037,5.39549464,8.912346174,13.99287443,9.04505163,8.479666353,-2.309394299,-3.53676739,1.451624963,0.82433563,5.82433563,B
30.34135569,6.525525015,21.83844357,13.53947336,11.19668904,2.821076987,5.323289808,10.9020477,11.27457358,13.33898132,-2.949099234,4.769973892,2.644208509,2.812171961,0.91688098,5.91688098,C
7.170483266,11.08146389,8.061150147,14.32230368,8.638167623,0.677456806,4.45961236,9.314713317,11.46884761,6.577050756,-1.424478829,-7.048547638,-1.533326584,0.305885038,-3.62634789,1.37365211,F
16.15670639,9.311375461,19.17943451,11.40179278,6.367604037,2.884570368,3.310273445,8.587792862,15.17463694,16.11160135,0.461256789,8.342545321,2.583363197,1.988745735,3.258041414,8.258041414,C
11.78060325,15.80641564,15.67945815,12.76738957,8.195387877,2.435332154,4.61493669,24.38631651,8.702187301,19.47994836,-3.838736168,-4.082072341,6.528934256,1.588155709,-2.993880851,2.006119149,C
9.946162746,11.09158236,7.126278023,12.23053001,9.604940026,1.940313508,5.477853037,10.1110991,8.302910918,16.44335847,-0.983990988,-1.208168609,3.577575587,1.096262598,-1.082734668,3.917265332,D
11.56432387,9.99138639,15.82741527,11.01217546,7.735257176,1.37224384,4.591348204,27.49227894,5.946619662,20.04798995,-0.985682455,-5.541455503,13.98699201,2.831165335,-2.88869374,2.11130626,B
8.748574884,10.10710672,6.381173515,10.15394852,12.66669893,2.851923729,4.885407775,22.25393715,8.240126974,20.62923139,-1.644191439,1.597110454,11.57568034,2.429280056,-0.078918504,4.921081496,D
13.47638751,7.682671321,19.05049621,11.66250592,11.93999966,2.383651851,4.238949484,14.60334461,12.10582609,17.28314713,20.82683264,12.14783363,4.9191793,3.582683264,10.91341632,7.91171385,A
7.630487566,11.10422372,9.976408819,15.95129059,7.6097045,2.225840354,4.649973559,25.77783766,6.14504396,20.99274116,-1.980670337,0.682010944,9.936386325,2.156064387,-0.544329691,4.455670309,C
13.13256513,7.014902833,21.94761026,18.84687528,3.845283925,3.548238146,2.84971904,8.428206016,10.18771211,6.248525374,6.353033697,1.343718674,5.343718674,1.984386464,1.814807872,6.814807872,C
22.28328948,4.182784224,21.86849017,12.95256839,13.02207534,2.904706204,1.530826455,14.47933459,9.185380945,12.61338837,0.475908046,7.618362962,4.388045766,1.547590805,0.737954023,5.953805454,C
6.047133301,10.74092051,8.404131946,9.055637084,13.5531802,3.055113089,1.084803935,13.84331988,8.385046022,20.72539632,-10.57783264,4.080165136,9.233028269,2.038838045,-1.277722687,8.194190224,D
9.516526762,13.60018966,9.069790314,10.26084692,6.604936425,2.659853423,4.294310102,6.086237885,13.26765558,6.178112655,-0.758944286,8.224466737,12.22446674,0.294240656,2.903791736,7.903791736,E
8.036694173,12.05849164,8.077067234,8.645376458,15.08794447,3.330091322,5.148075424,17.0845496,4.328046664,21.82164498,-5.561526132,2.384709738,6.729213827,1.621535638,-0.730085809,6.107678189,D
16.77269524,8.025391343,19.71743299,5.552706449,15.73369989,0.955230236,4.276291898,6.82205291,13.48648766,9.191418594,16.10122557,-1.595272767,-2.522990993,3.110122557,8.550612787,-2.435024296,C
8.48927663,10.55983858,8.491538913,5.418670099,11.71516563,2.406520551,4.87992335,25.36086256,5.846476331,21.72563509,-5.410762681,5.245006512,5.811548425,1.468591404,0.499395376,5.342957021,D
27.50932359,9.657401097,20.41274363,15.3501141,5.946955989,2.898594078,5.884360809,27.63814646,5.111457984,20.39201962,10.4147361,0.556625254,11.70068898,1.539224337,2.50227788,7.50227788,A
9.085787376,11.15835033,17.49637721,12.49685937,14.13139938,3.061030675,0.133673558,19.12957236,8.535638157,19.3291056,-7.560521754,-0.531763655,8.789721949,1.964953658,-2.445031961,7.824768291,C
6.240501805,13.9028855,6.162164159,3.679990466,17.79625993,3.711299261,4.936131606,24.29163521,4.894882759,21.61375843,-13.82494387,-6.294966321,8.888687774,1.981447962,-3.572104803,7.907239811,E
8.865164722,11.77070911,6.300008019,18.64558141,5.014879298,1.65243316,3.903402503,14.99610901,15.10901206,13.08583827,4.973321509,-11.41926995,1.043580522,0.673930087,-3.8480321,1.1519679,D
16.61144699,8.652541551,19.84544712,4.742936625,15.43899531,3.788940652,5.968768401,29.18849772,9.442365899,20.06033122,0.898096674,-1.26543918,11.36812247,1.589809667,0.949048337,9.973435392,B
11.24088681,12.590339,15.65695248,16.1110625,4.944682148,2.270748895,4.072762779,8.869041,12.75903402,6.568943574,14.22960745,-6.47324387,-5.084860238,1.115669188,0.526883583,5.526883583,C
22.01691889,7.011336629,21.15568806,8.793667524,11.2675528,2.750362977,3.373072742,22.6103746,5.916930943,19.17404591,-0.367218981,7.564851865,7.775834298,1.463278102,0.31639051,6.979861915,B
9.781430434,12.14219713,8.197052317,10.42994015,11.69261899,2.924610244,5.364147731,9.891030053,12.80812288,7.295959197,-10.88969242,5.549253162,9.549253162,0.414937275,-0.74356762,4.25643238,F
24.61605795,5.514270801,21.52254413,10.75466797,10.33645629,3.089183852,0.96931569,14.30960758,8.94036775,12.88805787,3.896034817,7.293740199,3.16248503,1.889603482,2.448017409,4.831541904,C
27.87811774,6.194222771,21.77396391,3.951198839,18.01106312,2.323288887,3.558791363,9.695007344,11.69077557,7.427734711,9.068321472,-8.148276971,10.62419769,2.406832147,5.034160736,3.198300298,C
9.115414561,9.722351877,13.23028062,11.5351544,15.35547501,3.66920111,1.672630606,25.02259845,6.449721287,20.49300185,-9.685865868,1.138594808,6.09824291,1.516373818,-2.280385297,5.581869092,D
6.961149568,12.84274065,9.911227636,13.96110278,5.745510392,2.386149184,1.808248192,24.22484739,8.302114577,19.4582254,-4.891773292,4.113980477,9.740766156,2.123461026,0.157881876,5.157881876,C
8.419657979,12.19434278,6.534414029,12.92793348,10.42289099,0.087942097,5.645312006,8.660032943,10.36512069,6.031608564,0.972249011,-4.128752168,-1.224679453,-0.182286104,-1.810584484,3.189415516,F
12.77328785,11.8972277,13.9506789,10.8351473,13.21364462,0.903037342,4.431334336,7.502632994,13.41632264,8.958586173,-7.450524533,-2.721152234,-13.18629758,0.916296043,-3.329777898,1.670222102,F
28.823939,4.973701817,19.72754909,5.903829973,15.24599499,1.647399475,3.087898851,12.44755197,15.06553754,15.75864538,2.058721774,-7.919575547,3.471536587,1.705872177,1.529360887,3.392947156,C
13.38375197,5.932524774,20.38620525,13.77673503,8.111199137,3.602520517,4.188413883,8.165333076,11.02982341,7.66958112,0.694516842,3.616933275,7.616933275,1.838042662,1.347351408,6.347351408,C
7.938019796,12.16288672,7.579987912,15.59658022,6.37174488,3.822592437,5.782232379,8.450170107,11.22724606,13.62312634,7.506657914,-0.712315292,3.862280342,1.14371339,1.246533107,6.246533107,D
8.137417733,10.81287986,8.398676752,13.95805996,11.59798611,3.158424022,3.630270215,30.98143103,8.499263951,21.67724085,-3.598387045,0.079157519,6.594040626,1.599006771,-1.199947795,3.800052205,D
30.04388624,5.175014484,19.65223884,6.985467664,15.57176857,0.152728326,5.553036107,11.35686289,9.697043479,13.17732616,1.232731613,-5.743466974,2.719065285,1.623273161,1.116365806,2.765887738,C
13.19382171,8.790699796,19.99284793,6.514486386,16.09546397,3.86400392,4.019014144,6.633397171,10.48487303,7.858863598,1.556979167,-9.937175988,13.35802518,1.655697917,1.278489584,3.592020496,D
12.65226811,9.592764531,12.25363582,17.45462157,3.16093521,2.86053853,5.335584765,6.983261663,12.53992913,9.402498395,8.213200576,5.335472461,9.335472461,1.103395186,3.943080336,8.943080336,C
15.43359866,11.38557732,17.62749872,8.71989968,15.60419414,2.958091476,3.018630859,7.605567361,12.52062078,9.36930886,-7.548341359,-5.430420126,0.38375226,0.871114489,-4.483093725,0.516906275,E
8.285713526,13.1524488,6.000146738,13.11036112,10.57105953,1.645970331,3.496064252,12.75656797,13.68868288,16.03921744,-4.960578528,-10.37201069,2.472891025,0.912148504,-5.895149085,-0.895149085,E
22.63153521,8.685884303,20.75895903,14.46816532,3.745283947,1.644563893,4.405152051,28.3549295,9.494177668,20.14539866,4.718596407,-2.524856566,6.688728348,2.270485065,-0.205707801,4.794292199,A
23.10338976,8.260498936,21.02072328,14.92803296,4.694411897,2.681096325,5.692345298,15.86795471,6.249014872,20.67608565,9.118466935,-3.658739662,5.778215966,1.667314567,0.421808541,5.421808541,A
17.69385875,5.454073086,21.50874974,5.522834054,17.28095916,0.087445681,4.883782173,27.74877416,9.959818357,20.21409025,1.660522108,-1.870191753,6.197379602,1.666052211,1.330261054,5.664483001,B
11.26371206,15.2481895,13.21422641,17.45962899,1.180980773,3.945865542,3.315630367,6.374526316,10.21107789,7.30022207,3.139216055,0.440204469,4.440204469,0.977218845,0.634889209,5.634889209,D
22.80282392,8.911838063,21.01226059,12.29647281,12.85234107,1.162656611,5.658611198,14.59727739,9.336186017,15.80725053,1.505626333,-5.588040835,3.776514247,1.879373785,-2.285277098,2.714722902,B
14.71231301,15.96257427,13.73177322,4.307156616,17.39503957,3.088675097,3.450723898,8.913175958,12.18428216,7.355611508,-7.554467164,-9.621870483,12.59460387,0.744553284,-1.594694422,3.405305578,E
9.62495213,8.773363588,17.7857025,18.76540488,3.926177466,0.101804847,3.599586712,6.028731651,12.75442242,8.185647062,2.514036487,-6.002813371,-5.334025001,1.112670768,-2.205996449,2.794003551,D
8.942211491,13.93070824,14.4369022,12.72988541,13.87237533,3.02819296,5.837487457,8.068718948,14.21846515,14.61365921,-7.088256419,-1.306491004,5.436692259,0.724126622,-2.64976869,2.35023131,D
7.949234829,13.55248884,6.317038069,11.17112735,15.03144748,3.2947974,3.747779131,8.046695306,11.05922003,9.580877879,-9.071133489,-3.836224418,-3.575673451,0.219060965,-4.199543546,0.800456454,F
8.822643079,9.712555569,15.32312899,13.48451369,5.040385063,0.946764118,5.368880955,9.2614017,13.11132399,6.932936992,-2.916582039,-1.655303146,-6.314852851,1.364647329,-1.752188487,3.247811513,E
13.95040757,8.903302171,13.76408425,6.030766751,15.93238226,1.799942216,4.703176116,29.94036985,9.886410463,19.4190096,-11.56379193,-1.132753663,8.99599124,1.999331873,-3.696262009,7.996659367,D
15.11725252,5.702671164,19.96747397,8.836869993,15.33635404,3.868804624,3.974234742,6.094915792,13.65473424,7.665721483,2.972192755,9.540810966,13.54081097,1.797219276,1.986096378,6.601399821,D
6.184258817,11.1839019,7.590847403,2.562283152,17.79873958,2.601948309,4.232396164,9.325286287,10.09237061,7.942989573,-17.8491306,-12.30199791,0.4144839,-0.227618515,-9.921448445,-4.921448445,F
15.54233743,13.86148945,13.50934006,2.569600507,15.60108827,2.198086814,1.139682678,8.699775196,12.62374835,7.633072743,-2.801111802,-10.22404958,8.365324198,1.21988882,-3.607802244,1.392197756,E
28.75769611,7.137510948,20.38556068,11.42207972,10.99359911,2.070120507,2.344855407,17.8549835,5.321450052,20.02265402,8.248270865,2.857539087,7.008442972,2.324827086,4.624135432,6.340369143,A
12.12035048,9.858798048,16.99605981,5.11007616,17.35934402,2.211169587,0.963244109,9.160797704,10.87645346,13.02390282,-6.319572813,-6.042555385,5.491315277,0.868042719,-0.535508895,4.464491105,D
